geometry,name,from_bus,to_bus,transformer
"LINESTRING (313 384, 3 451)",xf_1495_to_1653_2_2winding_transformer,bus_1191,bus_1653,true
"LINESTRING (2398 -1573, 2279 -1561)",line_1208_to_1293_1_cp,bus_1208,bus_1293,false
"LINESTRING (433 -2941, 260 -3033)",xf_1217_to_1606_1_2winding_transformer,bus_1217,bus_1007,true
"LINESTRING (629 -2952, 637 -3026)",xf_2169_to_2275_1_2winding_transformer,bus_2169,bus_2275,true
"LINESTRING (-2378 -1162, -2540 -632)",line_4164_to_4191_1_pi_merged_with_xf_4164_to_4350_1_2winding_transformer,bus_4190,bus_4350,true
"LINESTRING (714 507, 687 561)",xf_1090_to_1004_6_2winding_transformer,bus_1090,bus_1004,true
"LINESTRING (-1880 -2134, -1922 -2096)",xf_4321_to_4478_2_2winding_transformer,bus_4321,bus_4478,true
"LINESTRING (-918 5722, -890 5735)",xf_3065_to_3066_2_2winding_transformer,bus_3001,bus_3066,true
"LINESTRING (-1827 -2251, -1945 -2363)",line_4319_to_4320_2_cp,bus_4319,bus_4320,false
"LINESTRING (-2243 -2743, -2169 -2688)",xf_4031_4028_4027_2_3winding_transformer_br3,bus_4027,starbus_xf_4031_4028_4027_2,true
"LINESTRING (-2063 -3911, -2063 -3911)",xf_4257_4379_4434_3_3winding_transformer_br1,bus_4257,starbus_xf_4257_4379_4434_3,true
"LINESTRING (-281 -3625, -314 -3692)",xf_2342_to_2055_4_2winding_transformer,bus_2342,bus_2055,true
"LINESTRING (-1006 2471, -843 2502)",line_3134_to_3340_1_cp,bus_3134,bus_3340,false
"LINESTRING (368 -101, 518 61)",line_1155_to_1157_1_cp,bus_1155,bus_1157,false
"LINESTRING (901 1394, 926 1474)",xf_1336_to_1592_3_2winding_transformer,bus_1336,bus_1592,true
"LINESTRING (985 -570, 912 -715)",line_1105_to_1119_1_cp,bus_1105,bus_1119,false
"LINESTRING (-1884 -2362, -2087 -2335)",xf_4294_to_4457_5_2winding_transformer,bus_4296,bus_4457,true
"LINESTRING (820 1294, 901 1394)",line_1183_to_1336_1_cp,bus_1183,bus_1336,false
"LINESTRING (2832 2870, 2829 2850)",xf_1617_1027_1619_2_3winding_transformer_br3,bus_1619,starbus_xf_1617_1027_1619_2,true
"LINESTRING (2600 -1798, 2611 -1775)",xf_1408_to_1615_1_2winding_transformer,bus_1137,bus_1615,true
"LINESTRING (264 -3628, 380 -3402)",line_2105_to_2108_1_cp,bus_2105,bus_2108,false
"LINESTRING (2000 2110, 1986 1943)",line_1331_to_1402_1_cp,bus_1331,bus_1402,false
"LINESTRING (971 -5848, 1051 -5654)",line_5168_to_5169_1_cp,bus_5168,bus_5169,false
"LINESTRING (406 416, 238 527)",xf_1134_to_1185_3_2winding_transformer,bus_1134,bus_1185,true
"LINESTRING (816 -2090, 889 -1977)",line_1317_to_1497_1_cp,bus_1317,bus_1497,false
"LINESTRING (-668 4073, -611 4070)",line_3311_to_3636_1_cp,bus_3311,bus_3319,false
"LINESTRING (771 -1954, 740 -1889)",xf_2191_2020_2021_7_3winding_transformer_br3,bus_2021,starbus_xf_2191_2020_2021_7,true
"LINESTRING (66 3102, 66 3102)",xf_3302_3304_3303_2_3winding_transformer_br1,bus_3302,starbus_xf_3302_3304_3303_2,true
"LINESTRING (-1884 -2362, -1894 -2326)",xf_4296_to_4459_4_2winding_transformer,bus_4296,bus_4459,true
"LINESTRING (66 3102, 66 3102)",xf_3302_3304_3303_1_3winding_transformer_br1,bus_3302,starbus_xf_3302_3304_3303_1,true
"LINESTRING (910 619, 825 368)",xf_1099_1100_1532_10_3winding_transformer_br2,bus_1100,starbus_xf_1099_1100_1532_10,true
"LINESTRING (1977 -1315, 1446 -1310)",xf_1165_to_1103_2_2winding_transformer,bus_1255,bus_1103,true
"LINESTRING (933 -3922, 966 -3987)",xf_2186_to_2093_2_2winding_transformer,bus_2186,bus_2093,true
"LINESTRING (-1211 6608, -1211 6608)",xf_3486_3561_3487_1_3winding_transformer_br1,bus_3486,starbus_xf_3486_3561_3487_1,true
"LINESTRING (-1886 -1930, -1918 -1872)",xf_4325_to_4480_1_2winding_transformer,bus_4325,bus_4480,true
"LINESTRING (-139 3745, -55 3789)",line_3501_to_3508_1_pi_merged_with_xf_3508_to_3427_6_2winding_transformer,bus_3500,bus_3427,true
"LINESTRING (995 -6295, 963 -6343)",xf_5091_to_5237_1_2winding_transformer,bus_5091,bus_5237,true
"LINESTRING (-1013 3992, -852 4136)",xf_3481_to_3479_4_2winding_transformer_merged_with_line_3314_to_3481_2_cp,bus_3479,bus_3314,true
"LINESTRING (1135 -792, 1145 -823)",line_1459_to_1472_2_cp,bus_1459,bus_1472,false
"LINESTRING (1393 1164, 1770 1218)",line_1544_to_1603_1_pi,bus_1544,bus_1602,false
"LINESTRING (-1005 3251, -885 3246)",line_3131_to_3519_1_cp,bus_3131,bus_3519,false
"LINESTRING (711 -5677, 627 -5695)",line_5215_to_5220_3_cp,bus_5215,bus_5220,false
"LINESTRING (1429 -4466, 1404 -4399)",xf_2310_to_2344_6_2winding_transformer,bus_2310,bus_2344,true
"LINESTRING (952 -714, 1095 -676)",xf_1530_to_1610_2_2winding_transformer,bus_1530,bus_1610,true
"LINESTRING (-2561 -1437, -2622 -1418)",xf_4174_to_4227_3_2winding_transformer,bus_4174,bus_4227,true
"LINESTRING (-1059 2437, -1006 2471)",xf_3134_3135_3136_2_3winding_transformer_br2,bus_3135,starbus_xf_3134_3135_3136_2,true
"LINESTRING (-2561 -1437, -2525 -1301)",line_4174_to_4200_1_cp,bus_4174,bus_4200,false
"LINESTRING (-1250 6362, -1070 5934)",connection Q4,bus_3561,bus_3591,false
"LINESTRING (989 -639, 1032 -710)",xf_1282_to_1577_4_2winding_transformer,bus_1282,bus_1577,true
"LINESTRING (2504 2612, 2721 2689)",xf_1347_to_1594_3_2winding_transformer,bus_1347,bus_1594,true
"LINESTRING (-945 3336, -1030 3422)",line_3222_to_3226_1_cp,bus_3222,bus_3226,false
"LINESTRING (723 -891, 407 -1151)",line_1177_to_1384_1_cp_merged_with_xf_1384_to_1383_1_2winding_transformer,bus_1177,bus_1383,true
"LINESTRING (1046 -5556, 1155 -5495)",xf_5146_to_5010_1_2winding_transformer_merged_with_line_5146_to_5149_1_cp,bus_5010,bus_5149,true
"LINESTRING (-1094 -2136, -1119 -2113)",xf_4217_to_4391_1_2winding_transformer,bus_4217,bus_4391,true
"LINESTRING (1193 -5956, 1291 -6185)",line_5082_to_5116_2_cp_merged_with_line_5082_to_5223_2_cp,bus_5116,bus_5223,false
"LINESTRING (915 -6284, 944 -6257)",xf_5238_to_5225_2C_2winding_transformer,bus_5238,bus_5225,true
"LINESTRING (2049 -1463, 2279 -1561)",line_1204_to_1293_1_cp,bus_1204,bus_1293,false
"LINESTRING (-1467 7293, -1556 7407)",line_3083_to_3182_1_cp,bus_3083,bus_3180,false
"LINESTRING (-2992 -1827, -2924 -1824)",xf_4049_to_4372_2_2winding_transformer,bus_4049,bus_4372,true
"LINESTRING (-2616 -1803, -2383 -1796)",line_4002_to_4154_1_cp,bus_4002,bus_4154,false
"LINESTRING (-989 3482, -1033 3534)",xf_3204_to_3206_2_2winding_transformer,bus_3204,bus_3206,true
"LINESTRING (2751 2808, 2829 2850)",xf_1617_1027_1619_2_3winding_transformer_br2,bus_1027,starbus_xf_1617_1027_1619_2,true
"LINESTRING (1368 -4310, 1404 -4399)",xf_2260_to_2344_3_2winding_transformer,bus_2260,bus_2344,true
"LINESTRING (-1893 -2668, -1915 -2749)",xf_4307_to_4466_1_2winding_transformer,bus_4307,bus_4466,true
"LINESTRING (-62 -589, -163 -667)",line_1519_to_1521_2_cp,bus_1519,bus_1521,false
"LINESTRING (1753 -2399, 1681 -2347)",xf_1587_1328_1067_1_3winding_transformer_br2,bus_1328,starbus_xf_1587_1328_1067_1,true
"LINESTRING (-2627 -1902, -2757 -1977)",xf_4114_to_4363_1_2winding_transformer,bus_4114,bus_4363,true
"LINESTRING (937 -3740, 933 -3922)",line_2164_to_2186_2_cp,bus_2164,bus_2186,false
"LINESTRING (554 -7, 368 -101)",line_1123_to_1155_1_cp,bus_1123,bus_1155,false
"LINESTRING (-2056 -2473, -1884 -2362)",line_4281_to_4297_1_cp,bus_4280,bus_4296,false
"LINESTRING (178 981, 243 911)",xf_1430_1502_1543_2_3winding_transformer_br2,bus_1502,starbus_xf_1430_1502_1543_2,true
"LINESTRING (2426 -1595, 2279 -1561)",line_1108_to_1293_1_cp,bus_1108,bus_1293,false
"LINESTRING (-1782 -2384, -1751 -2289)",line_4142_to_4146_1_cp,bus_4137,bus_4142,false
"LINESTRING (-411 2737, -357 2729)",xf_3322_to_3323_1_2winding_transformer,bus_3322,bus_3323,true
"LINESTRING (-2009 -3012, -1970 -3309)",Dec16_line_4226_to_4243_2_dec,bus_4226,bus_4243,false
"LINESTRING (854 -3647, 860 -3741)",xf_2168_to_2274_1_2winding_transformer,bus_2168,bus_2274,true
"LINESTRING (-3041 -1585, -3038 -1544)",xf_4163_to_4349_2_2winding_transformer,bus_4089,bus_4349,true
"LINESTRING (-65 3166, -17 3237)",xf_3402_to_3403_2_2winding_transformer,bus_3402,bus_3403,true
"LINESTRING (-390 2893, -478 2930)",xf_3337_to_3339_1_2winding_transformer_merged_with_line_3337_to_3471_1_cp,bus_3339,bus_3471,true
"LINESTRING (-915 4345, -714 4483)",line_3549_to_3598_1_cp,bus_3549,bus_3598,false
"LINESTRING (-334 403, -422 428)",xf_1627_to_1574_2_2winding_transformer,bus_1627,bus_1574,true
"LINESTRING (-1250 6362, -1211 6608)",xf_3486_3561_3487_1_3winding_transformer_br2,bus_3561,starbus_xf_3486_3561_3487_1,true
"LINESTRING (2721 2689, 2806 2717)",line_1594_to_1658_1_cp,bus_1594,bus_1658,false
"LINESTRING (-2527 -1019, -2609 -831)",line_4196_to_4197_1_cp,bus_4196,bus_4197,false
"LINESTRING (1222 -5533, 1155 -5495)",line_5144_to_5149_1_cp,bus_5144,bus_5149,false
"LINESTRING (679 322, 644 526)",line_1144_to_1150_1_cp,bus_1066,bus_1150,false
"LINESTRING (346 -1233, 407 -1151)",xf_1014_to_1383_3_2winding_transformer,bus_1014,bus_1383,true
"LINESTRING (-1970 -3309, -1901 -3129)",line_4243_to_4335_1_cp,bus_4243,bus_4335,false
"LINESTRING (1179 1409, 991 1375)",line_1193_to_1262_1_cp,bus_1193,bus_1262,false
"LINESTRING (-837 5608, -822 5732)",xf_3483_3558_3485_2_3winding_transformer_br3,bus_3485,starbus_xf_3483_3558_3485_2,true
"LINESTRING (-3172 -1760, -3407 -1849)",xf_4181_to_4407_1_2winding_transformer,bus_4169,bus_4407,true
"LINESTRING (-1064 3231, -938 3182)",line_3231_to_3534_1_cp,bus_3231,bus_3534,false
"LINESTRING (-1695 -2902, -1720 -2989)",xf_4301_to_4463_2_2winding_transformer,bus_4301,bus_4463,true
"LINESTRING (159 5054, 233 5132)",xf_3051_to_3053_2_2winding_transformer,bus_3051,bus_3053,true
"LINESTRING (449 -4098, 411 -4225)",xf_2112_to_2221_4_2winding_transformer,bus_2104,bus_2221,true
"LINESTRING (1479 -4485, 1442 -4399)",line_2245_to_2254_2_cp,bus_2245,bus_2254,false
"LINESTRING (-2474 -3181, -2543 -3249)",xf_4232_to_4409_2_2winding_transformer,bus_4232,bus_4409,true
"LINESTRING (1051 -5654, 1031 -5503)",line_5169_to_5170_1_cp,bus_5169,bus_5170,false
"LINESTRING (715 -6409, 643 -6447)",xf_5101_to_5208_1_2winding_transformer,bus_5101,bus_5208,true
"LINESTRING (-2378 -1162, -2527 -1019)",line_4190_to_4196_1_cp,bus_4190,bus_4196,false
"LINESTRING (703 45, 828 -241)",line_1093_to_1140_1_cp,bus_1093,bus_1140,false
"LINESTRING (-2378 -1162, -2249 -1373)",line_4190_to_4193_1_cp,bus_4190,bus_4193,false
"LINESTRING (528 -55, 473 -20)",xf_1200_to_1560_5_2winding_transformer,bus_1200,bus_1560,true
"LINESTRING (887 -2086, 863 -2165)",line_1168_to_1292_1_cp,bus_1168,bus_1292,false
"LINESTRING (-1720 -2576, -1827 -2251)",line_4308_to_4319_1_cp,bus_4300,bus_4319,false
"LINESTRING (-2616 -1803, -2836 -1815)",line_4002_to_4109_1_cp,bus_4002,bus_4109,false
"LINESTRING (955 -3011, 1082 -3101)",xf_2153_to_2061_2_2winding_transformer,bus_2107,bus_2061,true
"LINESTRING (-1165 4217, -1330 4261)",line_3532_to_3634_1_cp,bus_3532,bus_3634,false
"LINESTRING (1112 -5788, 1133 -5863)",line_5118_to_5121_1_cp,bus_5118,bus_5121,false
"LINESTRING (1222 -5533, 1267 -5579)",xf_5144_to_5008_1_2winding_transformer,bus_5144,bus_5008,true
"LINESTRING (3055 2923, 2982 2814)",line_1360_to_1362_1_cp_merged_with_xf_1362_to_1596_1_2winding_transformer,bus_1360,bus_1596,true
"LINESTRING (1434 -5510, 1501 -5533)",line_5063_to_5065_1_cp,bus_5063,bus_5065,false
"LINESTRING (-693 5928, -822 5732)",line_3108_to_3483_1_cp,bus_3108,bus_3483,false
"LINESTRING (1269 -521, 1527 -552)",line_1352_to_1486_1_cp,bus_1169,bus_1486,false
"LINESTRING (120 3768, -101 3634)",line_3024_to_3497_1_cp,bus_3024,bus_3497,false
"LINESTRING (149 -4060, 132 -4155)",line_2280_to_2283_1_cp,bus_2280,bus_2283,false
"LINESTRING (-3361 -1633, -3288 -1647)",line_4156_to_4165_1_cp,bus_4156,bus_4165,false
"LINESTRING (73 -156, 156 -160)",xf_1428_1501_1540_2_3winding_transformer_br2,bus_1501,starbus_xf_1428_1501_1540_2,true
"LINESTRING (-952 -2920, -921 -2853)",xf_4079_to_4074_4_2winding_transformer,bus_4079,bus_4074,true
"LINESTRING (-852 5607, -822 5732)",xf_3483_3558_3484_3_3winding_transformer_br3,bus_3484,starbus_xf_3483_3558_3484_3,true
"LINESTRING (1136 -1803, 1180 -1793)",xf_2139_to_2088_1_2winding_transformer,bus_2139,bus_2088,true
"LINESTRING (779 -1936, 740 -1889)",xf_2191_2023_2024_1_3winding_transformer_br3,bus_2024,starbus_xf_2191_2023_2024_1,true
"LINESTRING (778 -5332, 708 -5350)",line_5070_to_5127_1_cp,bus_5070,bus_5127,false
"LINESTRING (323 829, 294 913)",line_1261_to_1341_1_cp,bus_1261,bus_1341,false
"LINESTRING (-283 3067, -465 3045)",xf_3503_to_3570_1_2winding_transformer,bus_3344,bus_3570,true
"LINESTRING (-600 3049, -283 3067)",line_3545_to_3571_3_cp_merged_with_xf_3503_to_3571_2_2winding_transformer,bus_3545,bus_3344,true
"LINESTRING (927 -3297, 970 -3337)",xf_2287_to_2324_1_2winding_transformer,bus_2287,bus_2324,true
"LINESTRING (2504 2612, 2300 2524)",line_1347_to_1628_2_cp,bus_1347,bus_1173,false
"LINESTRING (2127 -1817, 1931 -1833)",connection N8,bus_1136,bus_1238,false
"LINESTRING (528 -55, 473 -20)",xf_1200_to_1560_6_2winding_transformer,bus_1200,bus_1560,true
"LINESTRING (-1586 -2960, -1578 -3039)",xf_4312_to_4470_1_2winding_transformer,bus_4312,bus_4470,true
"LINESTRING (1296 -332, 732 -450)",line_1271_to_1440_1_cp,bus_1269,bus_1189,false
"LINESTRING (1008 -5612, 1155 -5495)",line_5143_to_5149_2_cp,bus_5143,bus_5149,false
"LINESTRING (43 4965, 62 5064)",xf_3039_to_3040_2_2winding_transformer,bus_3039,bus_3040,true
"LINESTRING (-1895 6824, -2013 6902)",line_3094_to_3225_1_cp,bus_3094,bus_3225,false
"LINESTRING (380 -3402, 504 -3172)",line_2108_to_2125_1_cp,bus_2108,bus_2125,false
"LINESTRING (1112 -5788, 929 -5929)",line_5117_to_5118_1_cp_merged_with_line_5034_to_5242_1_cp_merged_with_xf_5117_to_5242_1_2winding_transformer,bus_5118,bus_5034,true
"LINESTRING (-906 4002, -853 3865)",line_3547_to_3556_1_cp,bus_3547,bus_3556,false
"LINESTRING (-2721 -2716, -2644 -2675)",xf_4038_4035_4036_2_3winding_transformer_br2,bus_4035,starbus_xf_4038_4035_4036_2,true
"LINESTRING (-2613 -2221, -2685 -2259)",xf_4343_to_4489_1_2winding_transformer,bus_4343,bus_4489,true
"LINESTRING (-1277 2249, -1302 2259)",line_3404_to_3473_2_cp,bus_3404,bus_3405,false
"LINESTRING (1138 -5920, 1131 -5961)",xf_5130_to_5221_1_2winding_transformer,bus_5130,bus_5221,true
"LINESTRING (-1687 7268, -1553 6892)",xf_3523_to_3596_2_2winding_transformer,bus_3329,bus_3596,true
"LINESTRING (-1880 -2134, -1922 -2096)",xf_4321_to_4478_1_2winding_transformer,bus_4321,bus_4478,true
"LINESTRING (574 -3521, 464 -3836)",xf_2201_to_2146_3_2winding_transformer,bus_2201,bus_2146,true
"LINESTRING (-1137 2866, -951 2806)",line_3214_to_3491_1_cp,bus_3214,bus_3074,false
"LINESTRING (-1013 6597, -1211 6608)",line_3096_to_3486_1_cp,bus_3096,bus_3486,false
"LINESTRING (-1522 -3231, -1519 -3336)",xf_4314_to_4472_2_2winding_transformer,bus_4314,bus_4472,true
"LINESTRING (-744 2835, -747 2974)",line_3589_to_3610_2_cp,bus_3589,bus_3601,false
"LINESTRING (-1207 3092, -1306 3114)",xf_3129_to_3130_1_2winding_transformer,bus_3129,bus_3130,true
"LINESTRING (910 619, 824 420)",line_1100_to_1133_1_cp,bus_1100,bus_1133,false
"LINESTRING (-535 5511, -653 5533)",line_3119_to_3120_1_pi_merged_with_xf_3119_to_3447_1_2winding_transformer,bus_3120,bus_3447,true
"LINESTRING (1269 -521, 1237 -445)",line_1169_to_1221_1_cp,bus_1169,bus_1221,false
"LINESTRING (-1177 4045, -906 4002)",xf_3475_to_3547_1_2winding_transformer,bus_3475,bus_3547,true
"LINESTRING (-1347 2481, -1456 2485)",xf_3386_to_3387_3_2winding_transformer,bus_3386,bus_3387,true
"LINESTRING (-1013 6597, -881 6734)",line_3096_to_3209_3_cp,bus_3096,bus_3209,false
"LINESTRING (900 -4034, 924 -3962)",line_2138_to_2163_1_cp,bus_2136,bus_2121,false
"LINESTRING (978 -738, 1020 -850)",xf_1125_to_1181_3_2winding_transformer,bus_1125,bus_1181,true
"LINESTRING (-1482 4608, -1368 4590)",line_3184_to_3263_1_cp,bus_3184,bus_3263,false
"LINESTRING (-2167 -3336, -2134 -3081)",line_4255_to_4292_1_cp,bus_4255,bus_4292,false
"LINESTRING (1115 -484, 1168 -486)",xf_1461_to_1553_3_2winding_transformer,bus_1461,bus_1553,true
"LINESTRING (-670 558, -473 449)",xf_1657_to_1086_3_2winding_transformer_merged_with_line_1369_to_1657_3_cp,bus_1086,bus_1369,true
"LINESTRING (-1791 4951, -1667 5002)",line_3030_to_3216_1_pi_merged_with_xf_3030_to_3032_1_2winding_transformer,bus_3220,bus_3032,true
"LINESTRING (-52 1424, -1124 2030)",xf_1218_to_1651_2_2winding_transformer,bus_1218,bus_1651,true
"LINESTRING (1660 -1072, 1563 -1055)",xf_1023_to_1564_4_2winding_transformer,bus_1023,bus_1564,true
"LINESTRING (-2456 -2217, -2522 -2247)",xf_4235_to_4417_1_2winding_transformer,bus_4235,bus_4417,true
"LINESTRING (829 -3277, 803 -3560)",line_2122_to_2181_1_cp,bus_2122,bus_2181,false
"LINESTRING (1451 -1534, 1369 -1490)",xf_1148_1079_1080_4_3winding_transformer_br2,bus_1079,starbus_xf_1148_1079_1080_4,true
"LINESTRING (729 -3348, 453 -3333)",line_2207_to_2208_2_cp,bus_2207,bus_2208,false
"LINESTRING (-1736 6747, -1503 6658)",xf_3516_to_3584_2_2winding_transformer,bus_3516,bus_3584,true
"LINESTRING (-1503 6658, -1736 6747)",xf_3516_3584_3517_1_3winding_transformer_br2,bus_3584,starbus_xf_3516_3584_3517_1,true
"LINESTRING (-335 3514, -613 3347)",line_3568_to_3593_1_cp,bus_3568,bus_3593,false
"LINESTRING (858 -1966, 889 -1977)",line_1480_to_1497_1_cp,bus_1480,bus_1497,false
"LINESTRING (82 758, 1 805)",xf_1458_to_1636_1_2winding_transformer,bus_1458,bus_1636,true
"LINESTRING (-172 5490, -419 5506)",line_3061_to_3492_2_cp,bus_3000,bus_3149,false
"LINESTRING (-914 -2821, -898 -2745)",xf_4220_4074_4498_3_3winding_transformer_br3,bus_4498,starbus_xf_4220_4074_4498_3,true
"LINESTRING (2044 2249, 2131 2306)",xf_1312_to_1584_2_2winding_transformer,bus_1312,bus_1584,true
"LINESTRING (1977 -1315, 1861 -1281)",line_1165_to_1449_2_cp,bus_1255,bus_1449,false
"LINESTRING (734 -379, 467 -265)",line_1130_to_1245_3_cp_merged_with_line_1245_to_1340_3_cp,bus_1130,bus_1374,false
"LINESTRING (515 156, 645 137)",line_1224_to_1236_1_cp,bus_1224,bus_1236,false
"LINESTRING (313 384, 244 419)",line_1191_to_1253_1_cp,bus_1191,bus_1253,false
"LINESTRING (-1522 -3231, -1519 -3336)",xf_4314_to_4472_1_2winding_transformer,bus_4314,bus_4472,true
"LINESTRING (897 993, 1058 1182)",line_1132_to_1146_2_cp,bus_1132,bus_1146,false
"LINESTRING (-2757 -1977, -2914 -2084)",line_4362_to_4363_1_pi_merged_with_xf_4362_to_4019_2_2winding_transformer,bus_4363,bus_4019,true
"LINESTRING (-929 -2573, -897 -2567)",xf_4218_4392_4496_1_3winding_transformer_br3,bus_4496,starbus_xf_4218_4392_4496_1,true
"LINESTRING (-1965 -2388, -2075 -2558)",xf_4135_to_4276_2_2winding_transformer,bus_4135,bus_4276,true
"LINESTRING (1025 4232, 1094 4307)",xf_3536_to_3127_1_2winding_transformer,bus_3536,bus_3127,true
"LINESTRING (2865 2748, 2909 2742)",line_1595_to_1598_1_cp,bus_1595,bus_1598,false
"LINESTRING (120 -4188, 149 -4060)",line_2219_to_2280_1_cp,bus_2219,bus_2280,false
"LINESTRING (715 -6409, 677 -6458)",xf_5101_to_5209_2_2winding_transformer,bus_5101,bus_5209,true
"LINESTRING (89 -202, 3 -187)",xf_1263_to_1568_1_2winding_transformer,bus_1263,bus_1568,true
"LINESTRING (-1218 5893, -1234 5910)",line_3063_to_3262_1_cp,bus_3002,bus_3262,false
"LINESTRING (995 -6295, 963 -6343)",xf_5091_to_5237_3_2winding_transformer,bus_5091,bus_5237,true
"LINESTRING (991 1375, 901 1394)",line_1262_to_1336_1_cp,bus_1262,bus_1336,false
"LINESTRING (-1884 -2362, -1997 -2284)",line_4294_to_4295_1_cp,bus_4296,bus_4295,false
"LINESTRING (1984 2351, 2300 2524)",xf_1116_to_1628_2_2winding_transformer,bus_1116,bus_1173,true
"LINESTRING (837 -2208, 814 -2288)",xf_1297_to_1507_1_2winding_transformer,bus_1297,bus_1507,true
"LINESTRING (816 -2090, 671 -2297)",xf_1317_to_1586_3_2winding_transformer,bus_1317,bus_1318,true
"LINESTRING (1725 -5846, 1877 -5949)",xf_5137_to_5048_1_2winding_transformer,bus_5137,bus_5000,true
"LINESTRING (-560 5289, -704 5136)",line_3565_to_3569_1_cp,bus_3565,bus_3569,false
"LINESTRING (863 -2112, 858 -1966)",line_1308_to_1480_1_cp,bus_1308,bus_1480,false
"LINESTRING (135 -454, -38 -133)",line_1258_to_1422_1_cp,bus_1258,bus_1409,false
"LINESTRING (405 3966, 485 4116)",line_3261_to_3278_2_cp,bus_3261,bus_3278,false
"LINESTRING (-1302 2259, -981 2560)",xf_3473_to_3546_2_2winding_transformer,bus_3405,bus_3546,true
"LINESTRING (-668 4073, -661 4211)",xf_3393_to_3394_2_2winding_transformer,bus_3311,bus_3394,true
"LINESTRING (-2428 -1596, -2402 -1656)",xf_4104_4043_4044_3_3winding_transformer_br2,bus_4043,starbus_xf_4104_4043_4044_3,true
"LINESTRING (828 -241, 732 -450)",xf_1140_to_1189_3_2winding_transformer,bus_1140,bus_1189,true
"LINESTRING (105 -3527, 94 -3685)",line_2239_to_2240_2_cp,bus_2239,bus_2240,false
"LINESTRING (-918 4796, -963 4900)",line_3552_to_3608_5_cp_merged_with_xf_3552_to_3422_4_2winding_transformer,bus_3550,bus_3422,true
"LINESTRING (-2009 -3012, -1965 -3341)",Dec19_line_4226_to_4327_1_dec,bus_4226,bus_4252,false
"LINESTRING (-1147 2506, -1266 2451)",line_3365_to_3511_5_pi_merged_with_xf_3633_to_3511_6_2winding_transformer,bus_3633,bus_3365,true
"LINESTRING (703 45, 597 315)",line_1093_to_1138_1_cp,bus_1093,bus_1138,false
"LINESTRING (-1147 2506, -1382 2533)",xf_3633_to_3515_3_2winding_transformer,bus_3633,bus_3366,true
"LINESTRING (765 -2329, 713 -2244)",xf_2195_2293_2332_1_3winding_transformer_br3,bus_2332,starbus_xf_2195_2293_2332_1,true
"LINESTRING (-2868 -465, -2700 -678)",xf_4199_to_4423_2A_2winding_transformer_merged_with_line_4198_to_4199_1_cp,bus_4423,bus_4198,true
"LINESTRING (-704 5136, -570 4803)",line_3569_to_3640_2_cp,bus_3569,bus_3640,false
"LINESTRING (641 962, 668 1050)",xf_1287_to_1547_2_2winding_transformer,bus_1287,bus_1547,true
"LINESTRING (-1884 -2362, -1913 -2399)",xf_4296_to_4381_1_2winding_transformer,bus_4296,bus_4381,true
"LINESTRING (-1218 5893, -1247 5882)",line_3063_to_3164_1_cp,bus_3002,bus_3164,false
"LINESTRING (-2234 -3018, -2291 -2954)",line_4266_to_4275_1_cp,bus_4266,bus_4275,false
